区,町,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,
,,丁番地,毎週,第何週,曜日,第何週,曜日,第何週,曜日,更新日など,
須磨区,古川町,2丁目,火金,13,月,毎週,金,毎週,水,,は
須磨区,古川町,3丁目,火金,13,月,毎週,金,毎週,水,,は
須磨区,古川町,4丁目,火金,13,月,毎週,金,毎週,水,,は
須磨区,宝田町,1丁目,火金,24,月,毎週,水,毎週,水,,は
須磨区,宝田町,2丁目,火金,24,月,毎週,水,毎週,水,,は
須磨区,宝田町,3丁目,火金,24,月,毎週,水,毎週,水,,は
須磨区,堀池町,1丁目,火金,13,月,毎週,水,毎週,水,,は
須磨区,堀池町,2丁目,火金,13,月,毎週,水,毎週,水,,は
須磨区,前池町,1丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,前池町,2丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,前池町,3丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,前池町,4丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,前池町,5丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,前池町,6丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,松風町,1丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,松風町,2丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,松風町,3丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,松風町,4丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,松風町,5丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,松風町,6丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,松風町,7丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,水野町,,火金,13,火,毎週,水,毎週,水,,ま
須磨区,緑が丘,1丁目,月木,24,金,毎週,水,毎週,水,,ま
須磨区,緑が丘,2丁目,月木,24,金,毎週,水,毎週,水,,ま
須磨区,南落合,1丁目,月木,13,木,毎週,水,毎週,水,,ま
須磨区,南落合,1丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,ま
須磨区,南落合,2丁目,月木,13,木,毎週,水,毎週,水,,ま
須磨区,南落合,2丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,ま
須磨区,南落合,3丁目,月木,13,木,毎週,水,毎週,水,,ま
須磨区,南落合,3丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,ま
須磨区,南落合,4丁目,月木,13,木,毎週,水,毎週,水,,ま
須磨区,南落合,4丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,ま
須磨区,南町,1丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,南町,2丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,南町,3丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,行幸町,1丁目,火金,24,金,毎週,月,毎週,水,,ま
須磨区,行幸町,2丁目,火金,24,金,毎週,月,毎週,水,,ま
須磨区,行幸町,3丁目,火金,24,金,毎週,月,毎週,水,,ま
須磨区,行幸町,4丁目,火金,24,金,毎週,月,毎週,水,,ま
須磨区,明神町,1丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,明神町,2丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,明神町,3丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,明神町,4丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,明神町,5丁目,火金,24,月,毎週,水,毎週,水,,ま
須磨区,妙法寺,,-,-,-,毎週,-,毎週,水,この地域は、同じ町内に収集日が異なる地域があるため収集日を表示することができません。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局須磨事業所（電話：731-2041）へお問合せください。,ま
須磨区,村雨町,3丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,村雨町,4丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,村雨町,5丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,村雨町,6丁目,火金,13,火,毎週,金,毎週,水,,ま
須磨区,行平町,1丁目,火金,13,月,毎週,金,毎週,水,,や
須磨区,行平町,2丁目,火金,13,月,毎週,金,毎週,水,,や
須磨区,行平町,3丁目,火金,13,月,毎週,金,毎週,水,,や
須磨区,養老町,1丁目,火金,24,月,毎週,水,毎週,水,,や
須磨区,養老町,2丁目,火金,24,月,毎週,水,毎週,水,,や
須磨区,養老町,3丁目,火金,24,月,毎週,水,毎週,水,,や
須磨区,横尾,1丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,1丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,や
須磨区,横尾,2丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,3丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,4丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,4丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,や
須磨区,横尾,5丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,5丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,や
須磨区,横尾,6丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,6丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,や
須磨区,横尾,7丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,7丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,や
須磨区,横尾,8丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,8丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,や
須磨区,横尾,9丁目,月木,13,木,毎週,水,毎週,水,,や
須磨区,横尾,9丁目(コンテナ等を設置している集合住宅）,火金,13,木,毎週,水,毎週,水,,や
須磨区,離宮西町,1丁目,火金,24,火,毎週,月,毎週,水,,ら
須磨区,離宮西町,2丁目,火金,24,火,毎週,月,毎週,水,この地域は、同じ町内に「燃えるごみ」の収集日が異なる(月・木曜収集）地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局須磨事業所（電話：731-2041）へお問合せください。,ら
須磨区,離宮前町,1丁目,火金,13,火,毎週,月,毎週,水,,ら
須磨区,離宮前町,2丁目,火金,13,火,毎週,月,毎週,水,,ら
須磨区,竜が台,1丁目,月木,24,木,毎週,水,毎週,水,,ら
須磨区,竜が台,2丁目,月木,24,木,毎週,水,毎週,水,,ら
須磨区,竜が台,3丁目,月木,24,木,毎週,水,毎週,水,,ら
須磨区,竜が台,4丁目,月木,24,木,毎週,水,毎週,水,,ら
須磨区,竜が台,5丁目,月木,24,木,毎週,水,毎週,水,,ら
須磨区,竜が台,6丁目,月木,24,木,毎週,水,毎週,水,,ら
須磨区,竜が台,7丁目,月木,24,木,毎週,水,毎週,水,,ら
須磨区,若木町,1丁目,火金,24,月,毎週,水,毎週,水,,わ
須磨区,若木町,2丁目,火金,24,月,毎週,水,毎週,水,,わ
須磨区,若木町,3丁目,火金,24,月,毎週,水,毎週,水,,わ
須磨区,若木町,4丁目,火金,24,月,毎週,水,毎週,水,,わ
須磨区,若草町,1丁目,月木,13,火,毎週,水,毎週,水,,わ
須磨区,若草町,1丁目(コンテナ等を設置している集合住宅）,火金,13,火,毎週,水,毎週,水,,わ
須磨区,若草町,2丁目,月木,13,火,毎週,水,毎週,水,,わ
須磨区,若草町,3丁目,月木,13,火,毎週,水,毎週,水,,わ
須磨区,若宮町,1丁目,火金,13,火,毎週,金,毎週,水,,わ
須磨区,若宮町,2丁目,火金,13,火,毎週,金,毎週,水,,わ
須磨区,若宮町,3丁目,火金,13,火,毎週,金,毎週,水,,わ
垂水区,青山台,1丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,青山台,2丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,青山台,3丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,青山台,4丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,青山台,5丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,青山台,6丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,青山台,7丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,青山台,8丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,旭が丘,1丁目,月木,13,金,毎週,火,毎週,水,,あ
垂水区,旭が丘,2丁目,月木,13,金,毎週,火,毎週,水,,あ
垂水区,旭が丘,3丁目,月木,13,金,毎週,火,毎週,水,,あ
垂水区,朝谷町,,火金,13,木,毎週,月,毎週,水,,あ
垂水区,泉が丘,1丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,泉が丘,2丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,泉が丘,3丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,泉が丘,4丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,泉が丘,5丁目,火金,13,月,毎週,木,毎週,水,,あ
垂水区,歌敷山,1丁目,月木,13,火,毎週,金,毎週,水,,あ
垂水区,歌敷山,2丁目,月木,13,火,毎週,金,毎週,水,,あ
垂水区,歌敷山,3丁目,月木,13,火,毎週,金,毎週,水,,あ
垂水区,歌敷山,4丁目,月木,13,火,毎週,金,毎週,水,,あ
垂水区,王居殿,1丁目,火金,24,月,毎週,水,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：783-0333）へお問合せください。,あ
垂水区,王居殿,2丁目,火金,24,月,毎週,水,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：783-0333）へお問合せください。,あ
垂水区,王居殿,3丁目,火金,24,月,毎週,水,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：783-0333）へお問合せください。,あ
垂水区,乙木,1丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,乙木,2丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,乙木,3丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,大町,1丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,大町,2丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,大町,3丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,大町,4丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,大町,5丁目,火金,24,月,毎週,水,毎週,水,,あ
垂水区,神田町,,火金,24,月,毎週,水,毎週,水,,か
垂水区,海岸通,,月木,13,火,毎週,金,毎週,水,,か
垂水区,川原,1丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,か
垂水区,川原,2丁目,火金,24,月,毎週,水,毎週,水,,か
垂水区,川原,3丁目,火金,24,月,毎週,水,毎週,水,,か
垂水区,川原,4丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,か
垂水区,川原,5丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,か
垂水区,霞ケ丘,1丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,霞ケ丘,2丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,霞ケ丘,3丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,霞ケ丘,4丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,霞ケ丘,5丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,霞ケ丘,6丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,霞ケ丘,7丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,狩口台,1丁目,月木,24,火,毎週,金,毎週,水,,か
垂水区,狩口台,2丁目,月木,24,火,毎週,金,毎週,水,,か
垂水区,狩口台,3丁目,月木,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,か
垂水区,狩口台,4丁目,月木,24,火,毎週,金,毎週,水,,か
垂水区,狩口台,5丁目,月木,24,火,毎週,金,毎週,水,,か
垂水区,狩口台,6丁目,月木,24,火,毎週,金,毎週,水,,か
垂水区,狩口台,7丁目,月木,24,火,毎週,金,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,か
垂水区,上高丸,1丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,上高丸,2丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,上高丸,3丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,北舞子,1丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,北舞子,2丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,北舞子,3丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,北舞子,4丁目,月木,13,金,毎週,火,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：783-0333）へお問合せください。,か
垂水区,陸ノ町,,火金,24,月,毎週,水,毎週,水,,か
垂水区,御霊町,,火金,24,月,毎週,水,毎週,水,,か
垂水区,向陽,1丁目,火金,24,月,毎週,水,毎週,水,,か
垂水区,向陽,2丁目,火金,24,月,毎週,水,毎週,水,,か
垂水区,向陽,3丁目,火金,24,月,毎週,水,毎週,水,,か
垂水区,五色山,1丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,五色山,2丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,五色山,3丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,五色山,4丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,五色山,5丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,五色山,6丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,五色山,7丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,五色山,8丁目,月木,13,金,毎週,火,毎週,水,,か
垂水区,小束台,,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山,1丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山,2丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山,3丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山,4丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山,5丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山,6丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山,7丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山手,3丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山本町,1丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山本町,2丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山本町,3丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,小束山本町,4丁目,火金,24,木,毎週,水,毎週,水,,か
垂水区,坂上,1丁目,火金,24,月,毎週,水,毎週,水,,さ
垂水区,坂上,2丁目,火金,24,月,毎週,水,毎週,水,,さ
垂水区,坂上,3丁目,火金,24,月,毎週,水,毎週,水,,さ
垂水区,坂上,4丁目,火金,24,月,毎週,水,毎週,水,,さ
垂水区,坂上,5丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,さ
垂水区,潮見が丘,1丁目,火金,24,木,毎週,水,毎週,水,,さ
垂水区,潮見が丘,2丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,さ
垂水区,塩屋北町,1丁目,火金,13,木,毎週,月,毎週,水,,さ
垂水区,塩屋北町,2丁目,火金,13,木,毎週,月,毎週,水,,さ
垂水区,塩屋北町,3丁目,火金,13,木,毎週,月,毎週,水,,さ
垂水区,塩屋北町,4丁目,火金,13,木,毎週,月,毎週,水,,さ
垂水区,清水が丘,1丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,清水が丘,2丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,清水が丘,3丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,1丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,2丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,3丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,4丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,5丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,6丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,7丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,8丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,神陵台,9丁目,月木,24,火,毎週,水,毎週,水,,さ
垂水区,塩屋台,1丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋台,2丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋台,3丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,城が山,1丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,城が山,2丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,城が山,3丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,城が山,4丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,城が山,5丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,清水通,,火金,24,月,毎週,水,毎週,水,,さ
垂水区,塩屋町,1丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋町,2丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,さ
垂水区,塩屋町,3丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋町,4丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋町,5丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋町,6丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋町,7丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋町,8丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,さ
垂水区,塩屋町,9丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,塩屋町,字大谷,火金,13,月,毎週,木,毎週,水,,さ
垂水区,下畑町,,火金,-,-,毎週,-,毎週,水,この地域は、同じ町内に「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日が異なる地域があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局垂水事業所（電話：783-0333）へお問合せください。,さ
垂水区,神和台,1丁目,火金,13,木,毎週,月,毎週,水,,さ
垂水区,神和台,2丁目,火金,13,木,毎週,月,毎週,水,,さ
垂水区,神和台,3丁目,火金,13,木,毎週,月,毎週,水,,さ
垂水区,松風台,1丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,松風台,2丁目,火金,13,月,毎週,木,毎週,水,,さ
垂水区,星陵台,1丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,星陵台,2丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,星陵台,3丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,星陵台,4丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,星陵台,5丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,星陵台,6丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,星陵台,7丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,星陵台,8丁目,月木,13,金,毎週,火,毎週,水,,さ
垂水区,清玄町,,火金,13,木,毎週,月,毎週,水,,さ
垂水区,高丸,1丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,高丸,2丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,高丸,3丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,高丸,4丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,高丸,5丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,高丸,6丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,高丸,7丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,高丸,8丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,多聞台,1丁目,月木,24,金,毎週,水,毎週,水,,た
垂水区,多聞台,2丁目,月木,24,金,毎週,水,毎週,水,,た
垂水区,多聞台,3丁目,月木,24,金,毎週,水,毎週,水,,た
垂水区,多聞台,4丁目,月木,24,金,毎週,水,毎週,水,,た
垂水区,多聞台,5丁目,月木,24,金,毎週,水,毎週,水,,た
垂水区,多聞町,,火金,24,木,毎週,水,毎週,水,,た
垂水区,千代が丘,1丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,千代が丘,2丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,千鳥が丘,1丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,千鳥が丘,2丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,千鳥が丘,3丁目,火金,24,木,毎週,水,毎週,水,,た
垂水区,つつじが丘,1丁目,火金,13,木,毎週,月,毎週,水,,た
垂水区,つつじが丘,2丁目,火金,13,木,毎週,月,毎週,水,,た
垂水区,つつじが丘,3丁目,火金,13,木,毎週,月,毎週,水,,た
垂水区,つつじが丘,4丁目,火金,13,木,毎週,月,毎週,水,,た
垂水区,つつじが丘,5丁目,火金,13,木,毎週,月,毎週,水,,た
垂水区,つつじが丘,6丁目,火金,13,木,毎週,月,毎週,水,,た
垂水区,つつじが丘,7丁目,火金,13,木,毎週,月,毎週,水,,た
垂水区,天ノ下町,,火金,24,月,毎週,水,毎週,水,,た
垂水区,仲田,1丁目,月木,13,金,毎週,火,毎週,水,,な
垂水区,仲田,2丁目,月木,13,金,毎週,火,毎週,水,,な
垂水区,仲田,3丁目,月木,13,金,毎週,火,毎週,水,,な
垂水区,中道,1丁目,火金,-,-,毎週,-,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局垂水事業所（電話：783-0333）へお問合せください。,な
垂水区,中道,2丁目,火金,24,月,毎週,水,毎週,水,,な
垂水区,中道,3丁目,火金,24,月,毎週,水,毎週,水,,な
垂水区,中道,4丁目,火金,24,月,毎週,水,毎週,水,,な
垂水区,中道,5丁目,火金,24,月,毎週,水,毎週,水,,な
垂水区,中道,6丁目,火金,24,月,毎週,水,毎週,水,,な
垂水区,西舞子,1丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,2丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,3丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,4丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,5丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,6丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,7丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,8丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西舞子,9丁目,月木,13,火,毎週,金,毎週,水,,な
垂水区,西脇,1丁目,月木,24,金,毎週,水,毎週,水,,な
垂水区,西脇,2丁目,月木,24,金,毎週,水,毎週,水,,な
垂水区,野田通,,火金,24,月,毎週,水,毎週,水,,な
垂水区,馬場通,,火金,24,月,毎週,水,毎週,水,,は
垂水区,東垂水,1丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,東垂水,2丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,東垂水,3丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,東垂水町,東高丸,火金,24,月,毎週,水,毎週,水,,は
垂水区,東垂水町,字菅ノ口,火金,24,月,毎週,水,毎週,水,,は
垂水区,東垂水町,字流田,火金,24,月,毎週,水,毎週,水,,は
垂水区,東垂水町,字高丸,火金,13,月,毎週,木,毎週,水,,は
垂水区,東舞子町,,月木,13,火,毎週,金,毎週,水,,は
垂水区,日向,1丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,日向,2丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,平磯,1丁目,月木,13,火,毎週,金,毎週,水,,は
垂水区,平磯,2丁目,月木,13,火,毎週,金,毎週,水,,は
垂水区,平磯,3丁目,月木,13,火,毎週,金,毎週,水,,は
垂水区,平磯,4丁目,月木,13,火,毎週,金,毎週,水,,は
垂水区,福田,1丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,福田,2丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,福田,3丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,福田,4丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,福田,5丁目,火金,24,月,毎週,水,毎週,水,,は
垂水区,星が丘,1丁目,月木,13,金,毎週,火,毎週,水,,は
垂水区,星が丘,2丁目,月木,13,金,毎週,火,毎週,水,,は
垂水区,星が丘,3丁目,月木,13,金,毎週,火,毎週,水,,は
垂水区,本多聞,1丁目,月木,24,金,毎週,水,毎週,水,,は
垂水区,本多聞,2丁目,月木,24,金,毎週,水,毎週,水,,は
垂水区,本多聞,3丁目,月木,24,金,毎週,水,毎週,水,,は
垂水区,本多聞,4丁目,月木,24,金,毎週,水,毎週,水,,は
垂水区,本多聞,5丁目,月木,24,金,毎週,水,毎週,水,,は
垂水区,本多聞,6丁目,月木,24,金,毎週,水,毎週,水,,は
垂水区,本多聞,7丁目,月木,24,金,毎週,水,毎週,水,,は
垂水区,舞子台,1丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子台,2丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子台,3丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子台,4丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子台,5丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子台,6丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子台,7丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子台,8丁目,月木,13,火,毎週,金,毎週,水,,ま
垂水区,舞子坂,1丁目,月木,24,火,毎週,金,毎週,水,,ま
垂水区,舞子坂,2丁目,月木,24,火,毎週,金,毎週,水,,ま
