0

HTTP/1.1 200 OK
Server: nginx
Date: Thu, 08 Jun 2017 08:42:46 GMT
Content-Type: application/octet-stream
Transfer-Encoding: chunked
Connection: keep-alive
Pragma: no-cache
Cache-Control: no-cache
Accept-Ranges: bytes
Last-Modified: Thu, 01 Jun 2017 05:15:53 GMT
Content-Range: bytes 0-1065009/1065010
ETag: "1496294153.22-1065010"

1f0f
﻿第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
gr_0080,2016年,04月,1,2016/04/15,/gr_0080,16,13,201604
groups,2016年,04月,1,2016/04/15,/groups/,2,1,201604
jigyosha,2016年,04月,1,2016/04/15,/jigyosha/,2,1,201604
kanko,2016年,04月,1,2016/04/15,/kanko/,2,2,201604
kurashi,2016年,04月,1,2016/04/15,/kurashi/,1,1,201604
org_0050,2016年,04月,1,2016/04/15,/org_0050,1,1,201604
org_0170,2016年,04月,1,2016/04/15,/org_0170,1,1,201604
shisei,2016年,04月,1,2016/04/15,/shisei/,1,1,201604
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?tags=情報啓発,2016年,04月,1,2016/04/16,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?tags=情報啓発,1,1,201604
about,2016年,04月,1,2016/04/16,/about/,1,1,201604
activity,2016年,04月,1,2016/04/16,/activity/,1,1,201604
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2016年,04月,1,2016/04/16,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2,1,201604
dataset-00000005,2016年,04月,1,2016/04/16,/dataset-00000005,2,1,201604
dataset-00000005,2016年,04月,1,2016/04/16,/dataset-00000005/,2,2,201604
dataset-00000006,2016年,04月,1,2016/04/16,/dataset-00000006,5,2,201604
dataset-00000006,2016年,04月,1,2016/04/16,/dataset-00000006/,4,4,201604
dataset-00000007,2016年,04月,1,2016/04/16,/dataset-00000007,1,1,201604
dataset-00000007,2016年,04月,1,2016/04/16,/dataset-00000007/,2,2,201604
dataset-00000010,2016年,04月,1,2016/04/16,/dataset-00000010,4,3,201604
dataset-00000010,2016年,04月,1,2016/04/16,/dataset-00000010/,2,2,201604
dataset-00000011,2016年,04月,1,2016/04/16,/dataset-00000011,2,1,201604
dataset-00000011,2016年,04月,1,2016/04/16,/dataset-00000011/,4,4,201604
dataset-00000012,2016年,04月,1,2016/04/16,/dataset-00000012,6,3,201604
dataset-00000012,2016年,04月,1,2016/04/16,/dataset-00000012/,6,6,201604
dataset-00000050,2016年,04月,1,2016/04/16,/dataset-00000050,1,1,201604
dataset-00000050,2016年,04月,1,2016/04/16,/dataset-00000050/,2,1,201604
dataset-00000053,2016年,04月,1,2016/04/16,/dataset-00000053,2,2,201604
dataset-00000054,2016年,04月,1,2016/04/16,/dataset-00000054,4,3,201604
dataset-00000054,2016年,04月,1,2016/04/16,/dataset-00000054/,6,5,201604
gr_0010,2016年,04月,1,2016/04/16,/gr_0010,10,7,201604
gr_0020,2016年,04月,1,2016/04/16,/gr_0020,4,4,201604
gr_0030,2016年,04月,1,2016/04/16,/gr_0030,1,1,201604
gr_0040,2016年,04月,1,2016/04/16,/gr_0040,2,2,201604
gr_0050,2016年,04月,1,2016/04/16,/gr_0050,2,2,201604
gr_0060,2016年,04月,1,2016/04/16,/gr_0060,6,3,201604
gr_0070,2016年,04月,1,2016/04/16,/gr_0070,1,1,201604
gr_0080,2016年,04月,1,2016/04/16,/gr_0080,3,3,201604
dataset-00000005,2016年,04月,1,2016/04/17,/dataset-00000005,1,1,201604
dataset-00000007,2016年,04月,1,2016/04/17,/dataset-00000007,2,1,201604
dataset-00000007,2016年,04月,1,2016/04/17,/dataset-00000007/,2,2,201604
dataset-00000011,2016年,04月,1,2016/04/17,/dataset-00000011,2,1,201604
dataset-00000011,2016年,04月,1,2016/04/17,/dataset-00000011/,2,2,201604
dataset-00000045,2016年,04月,1,2016/04/17,/dataset-00000045,3,1,201604
dataset-00000045,2016年,04月,1,2016/04/17,/dataset-00000045/,3,3,201604
dataset-00000054,2016年,04月,1,2016/04/17,/dataset-00000054,1,1,201604
gr_0010,2016年,04月,1,2016/04/17,/gr_0010,4,3,201604
gr_0020,2016年,04月,1,2016/04/17,/gr_0020,4,3,201604
gr_0030,2016年,04月,1,2016/04/17,/gr_0030,4,4,201604
gr_0040,2016年,04月,1,2016/04/17,/gr_0040,1,1,201604
gr_0050,2016年,04月,1,2016/04/17,/gr_0050,2,2,201604
gr_0060,2016年,04月,1,2016/04/17,/gr_0060,1,1,201604
gr_0070,2016年,04月,1,2016/04/17,/gr_0070,1,1,201604
gr_0080,2016年,04月,1,2016/04/17,/gr_0080,1,1,201604
?s[area_id]=130,2016年,04月,1,2016/04/18,/?s[area_id]=130,1,1,201604
activity,2016年,04月,1,2016/04/18,/activity/,5,4,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,2016年,04月,1,2016/04/18,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,1,1,201604
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,2016年,04月,1,2016/04/18,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,1,1,201604
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2016年,04月,1,2016/04/18,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2,1,201604
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=イベント,2016年,04月,1,2016/04/18,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?tags=イベント,1,1,201604
dataset-00000002,2016年,04月,1,2016/04/18,/dataset-00000002,3,1,201604
dataset-00000002,2016年,04月,1,2016/04/18,/dataset-00000002/,4,4,201604
dataset-00000004,2016年,04月,1,2016/04/18,/dataset-00000004,2,1,201604
dataset-00000004,2016年,04月,1,2016/04/18,/dataset-00000004/,2,2,201604
dataset-00000005,2016年,04月,1,2016/04/18,/dataset-00000005,5,4,201604
dataset-00000005,2016年,04月,1,2016/04/18,/dataset-00000005/,4,4,201604
dataset-00000006,2016年,04月,1,2016/04/18,/dataset-00000006,3,3,201604
dataset-00000006,2016年,04月,1,2016/04/18,/dataset-00000006/,4,4,201604
dataset-00000007,2016年,04月,1,2016/04/18,/dataset-00000007,4,3,201604
dataset-00000007,2016年,04月,1,2016/04/18,/dataset-00000007/,8,6,201604
dataset-00000009,2016年,04月,1,2016/04/18,/dataset-00000009,3,2,201604
dataset-00000009,2016年,04月,1,2016/04/18,/dataset-00000009/,2,2,201604
dataset-00000010,2016年,04月,1,2016/04/18,/dataset-00000010,6,4,201604
dataset-00000010,2016年,04月,1,2016/04/18,/dataset-00000010/,2,2,201604
dataset-00000011,2016年,04月,1,2016/04/18,/dataset-00000011,7,3,201604
dataset-00000011,2016年,04月,1,2016/04/18,/dataset-00000011/,4,4,201604
dataset-00000012,2016年,04月,1,2016/04/18,/dataset-00000012,6,4,201604
dataset-00000012,2016年,04月,1,2016/04/18,/dataset-00000012/,12,9,201604
dataset-00000015,2016年,04月,1,2016/04/18,/dataset-00000015,3,2,201604
dataset-00000015,2016年,04月,1,2016/04/18,/dataset-00000015/,5,4,201604
dataset-00000016,2016年,04月,1,2016/04/18,/dataset-00000016,2,2,201604
dataset-00000016,2016年,04月,1,2016/04/18,/dataset-00000016/,38,38,201604
dataset-00000017,2016年,04月,1,2016/04/18,/dataset-00000017,3,2,201604
dataset-0000
2000
0017,2016年,04月,1,2016/04/18,/dataset-00000017/,61,48,201604
dataset-00000018,2016年,04月,1,2016/04/18,/dataset-00000018,3,2,201604
dataset-00000018,2016年,04月,1,2016/04/18,/dataset-00000018/,36,36,201604
dataset-00000019,2016年,04月,1,2016/04/18,/dataset-00000019,3,2,201604
dataset-00000019,2016年,04月,1,2016/04/18,/dataset-00000019/,36,36,201604
dataset-00000020,2016年,04月,1,2016/04/18,/dataset-00000020,2,1,201604
dataset-00000020,2016年,04月,1,2016/04/18,/dataset-00000020/,2,2,201604
dataset-00000028,2016年,04月,1,2016/04/18,/dataset-00000028,1,1,201604
dataset-00000044,2016年,04月,1,2016/04/18,/dataset-00000044,1,1,201604
dataset-00000044,2016年,04月,1,2016/04/18,/dataset-00000044/,2,1,201604
dataset-00000045,2016年,04月,1,2016/04/18,/dataset-00000045,10,4,201604
dataset-00000045,2016年,04月,1,2016/04/18,/dataset-00000045/,8,5,201604
dataset-00000048,2016年,04月,1,2016/04/18,/dataset-00000048,2,1,201604
dataset-00000048,2016年,04月,1,2016/04/18,/dataset-00000048/,3,2,201604
dataset-00000049,2016年,04月,1,2016/04/18,/dataset-00000049,4,2,201604
dataset-00000049,2016年,04月,1,2016/04/18,/dataset-00000049/,5,2,201604
dataset-00000051,2016年,04月,1,2016/04/18,/dataset-00000051,1,1,201604
dataset-00000053,2016年,04月,1,2016/04/18,/dataset-00000053,19,8,201604
dataset-00000053,2016年,04月,1,2016/04/18,/dataset-00000053/,19,15,201604
dataset-00000054,2016年,04月,1,2016/04/18,/dataset-00000054,11,8,201604
dataset-00000054,2016年,04月,1,2016/04/18,/dataset-00000054/,4,4,201604
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,2016年,04月,1,2016/04/18,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0090,1,1,201604
edit,2016年,04月,1,2016/04/18,/edit/,11,5,201604
gr_0010,2016年,04月,1,2016/04/18,/gr_0010,27,20,201604
gr_0020,2016年,04月,1,2016/04/18,/gr_0020,24,14,201604
gr_0020?page=1,2016年,04月,1,2016/04/18,/gr_0020?page=1,1,1,201604
gr_0020?page=2,2016年,04月,1,2016/04/18,/gr_0020?page=2,2,1,201604
gr_0030,2016年,04月,1,2016/04/18,/gr_0030,10,10,201604
gr_0040,2016年,04月,1,2016/04/18,/gr_0040,20,15,201604
gr_0050,2016年,04月,1,2016/04/18,/gr_0050,16,11,201604
gr_0060,2016年,04月,1,2016/04/18,/gr_0060,8,5,201604
gr_0070,2016年,04月,1,2016/04/18,/gr_0070,7,7,201604
gr_0080,2016年,04月,1,2016/04/18,/gr_0080,8,6,201604
groups,2016年,04月,1,2016/04/18,/groups/,4,3,201604
kurashi,2016年,04月,1,2016/04/18,/kurashi/,2,1,201604
login,2016年,04月,1,2016/04/18,/login,1,1,201604
org_0160,2016年,04月,1,2016/04/18,/org_0160,1,1,201604
resources,2016年,04月,1,2016/04/18,/resources/,11,5,201604
shisei,2016年,04月,1,2016/04/18,/shisei/,2,2,201604
sonota,2016年,04月,1,2016/04/18,/sonota/,1,1,201604
?s[category_id]=122&s[license]=Kitamoto+Lab.,2016年,04月,1,2016/04/19,/?s[category_id]=122&s[license]=Kitamoto+Lab.,1,1,201604
?sort=released,2016年,04月,1,2016/04/19,/?sort=released,1,1,201604
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0070,2016年,04月,1,2016/04/19,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?organization=org_0070,1,1,201604
0f6fa0bc-0b25-4796-8197-8f0735f1cd14?tags=情報啓発,2016年,04月,1,2016/04/19,/0f6fa0bc-0b25-4796-8197-8f0735f1cd14?tags=情報啓発,1,1,201604
5eccbc53-86ea-482a-8594-5224aaf5f2c6,2016年,04月,1,2016/04/19,/5eccbc53-86ea-482a-8594-5224aaf5f2c6,1,1,201604
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0140,2016年,04月,1,2016/04/19,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0140,2,1,201604
about,2016年,04月,1,2016/04/19,/about/,2,2,201604
activity,2016年,04月,1,2016/04/19,/activity/,1,1,201604
anshin,2016年,04月,1,2016/04/19,/anshin/,2,1,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9,2016年,04月,1,2016/04/19,/b18a8508-9e22-4355-9d36-d8c4d94b7df9,3,1,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020&organization=org_0040,2016年,04月,1,2016/04/19,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020&organization=org_0040,1,1,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0010,2016年,04月,1,2016/04/19,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0010,1,1,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2016年,04月,1,2016/04/19,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2,2,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2016年,04月,1,2016/04/19,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,1,1,201604
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0060,2016年,04月,1,2016/04/19,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0060,1,1,201604
dataset-00000001,2016年,04月,1,2016/04/19,/dataset-00000001,1,1,201604
dataset-00000002,2016年,04月,1,2016/04/19,/dataset-00000002,2,1,201604
dataset-00000002,2016年,04月,1,2016/04/19,/dataset-00000002/,4,2,201604
dataset-00000003,2016年,04月,1,2016/04/19,/dataset-00000003,5,4,201604
dataset-00000005,2016年,04月,1,2016/04/19,/dataset-00000005,5,4,201604
dataset-00000005,2016年,04月,1,2016/04/19,/dataset-00000005/,6,4,201604
dataset-00000006,2016年,04月,1,2016/04/19,/dataset-00000006,8,4,201604
dataset-00000006,2016年,04月,1,2016/04/19,/dataset-00000006/,12,8,201604
dataset-00000007,2016年,04月,1,2016/04/19,/dataset-00000007,10,6,201604
dataset-00000007,2016年,04月,1,2016/04/19,/dataset-00000007/,8,8,201604
dataset-00000008,2016年,04月,1,2016/04/19,/dataset-00000008,1,1,201604
dataset-00000009,2016年,04月,1,2016/04/19,/dataset-00000009,6,4,201604
dataset-00000009,2016年,04月,1,2016/04/19,/dataset-00000009/,10,7,201604
dataset-00000010,2016年,04月,1,2016/04/19,/dataset-00000010,5,5,201604
dataset-00000010,2016年,04月,1,2016/04/19,/dataset-00000010/,4,4,201604
dataset-00000011,2016年,04月,1,2016/04/19,/dataset-00000011,8,5,201604
dataset-00000011,2016年,04月,1,2016/04/19,/dataset-00000011/,8,8,201604
dataset-00000012,2016年,04月,1,2016/04/19,/dataset-00000012,16,10,201604
dataset-00000012,2016年,04月,1,2016/04/19,/dataset-00000012/,22,17,201604
dataset-00000018,2016年,04月,1,2016/04/19,/dataset-00000018,1,1,201604
dataset-00000019,2016年,04月,1,2016/04/19,/dataset-00000019,12,9,201604
dataset-00000019,2016年,04月,1,2016/04/19,/dataset-00000019/,14,14,201604
dataset-00000038,2016年,04月,1,2016/04/19,/dataset-00000038,1,1,201604
dataset-00000038,2016年,04月,1,2016/04/19,/dataset-00000038/,1,1,201604
dataset-00000041,2016年,04月,1,2016/04/19,/dataset-00000041,2,1,201604
dataset-00000041,2016年,04月,1,2016/04/19,/dataset-00000041/,1,1,201604
dataset-00000051,2016年,04月,1,2016/04/19,/dataset-00000051,5,4,201604
dataset-00000053,2016年,04月,1,2016/04/19,/dataset-00000053,4,1,201604
dataset-00000053,2016年,04月,1,2016/04/19,/dataset-00000053/,7,5,201604
dataset-00000054,2016年,04月,1,2016/04/19,/dataset-00000054,14,9,201604
dataset-00000054,2016年,04月,1,2016/04/19,/dataset-00000054/,12,10,201604
gr_0010,2016年,04月,1,2016/04/19,/gr_0010,55,30,201604
gr_0020,2016年,04月,1,2016/04/19,/gr_0020,33,27,201604
gr_0020?page=2,2016年,04月,1,2016/04/19,/gr_0020?page=2,2,2,201604
gr_0030,2016年,04月,1,2016/04/19,/gr_0030,15,13,201604
gr_0040,2016年,04月,1,2016/04/19,/gr_0040,28,21,201604
gr_0050,2016年,04月,1,2016/04/19,/gr_0050,28,20,201604
gr_0060,2016年,04月,1,2016/04/19,/gr_0060,16,15,201604
gr_0070,2016年,04月,1,2016/04/19,/gr_0070,14,12,201604
gr_0080,2016年,04月,1,2016/04/19,/gr_0080,15,12,201604
groups,2016年,04月,1,2016/04/19,/groups/,2,2,201604
kanko,2016年,04月,1,2016/04/19,/kanko/,1,1,201604
org_0010,2016年,04月,1,2016/04/19,/org_0010,1,1,201604
org_0040,2016年,04月,1,2016/04/19,/org_0040,1,1,201604
org_0120,2016年,04月,1,2016/04/19,/org_0120,1,1,201604
org_0170,2016年,04月,1,2016/04/19,/org_0170,1,1,201604
org_0210,2016年,04月,1,2016/04/19,/org_0210,1,1,201604
?s[area_id]=130,2016年,04月,1,2016/04/20,/?s[area_id]=130,1,1,201604
?s[category_id]=30,2016年,04月,1,2016/04/20,/?s[category_id]=30,1,1,201604
?utf8=✓&s[keyword]=&search=検索,2016年,04月,1,2016/04/20,/?utf8=✓&s[keyword]=&search=検索,1,1,201604
75dda5cb-9c84-4179-b36d-c3ce45cb
2000
df1b?groups=gr_0080,2016年,04月,1,2016/04/20,/75dda5cb-9c84-4179-b36d-c3ce45cbdf1b?groups=gr_0080,1,1,201604
75dda5cb-9c84-4179-b36d-c3ce45cbdf1b?organization=org_0010,2016年,04月,1,2016/04/20,/75dda5cb-9c84-4179-b36d-c3ce45cbdf1b?organization=org_0010,2,1,201604
about,2016年,04月,1,2016/04/20,/about/,2,1,201604
activity,2016年,04月,1,2016/04/20,/activity/,3,2,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2016年,04月,1,2016/04/20,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,1,1,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,2016年,04月,1,2016/04/20,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,2,1,201604
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2016年,04月,1,2016/04/20,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,1,1,201604
dataset-00000003,2016年,04月,1,2016/04/20,/dataset-00000003,1,1,201604
dataset-00000004,2016年,04月,1,2016/04/20,/dataset-00000004,2,2,201604
dataset-00000005,2016年,04月,1,2016/04/20,/dataset-00000005,1,1,201604
dataset-00000005,2016年,04月,1,2016/04/20,/dataset-00000005/,2,2,201604
dataset-00000006,2016年,04月,1,2016/04/20,/dataset-00000006,4,2,201604
dataset-00000006,2016年,04月,1,2016/04/20,/dataset-00000006/,6,4,201604
dataset-00000007,2016年,04月,1,2016/04/20,/dataset-00000007,1,1,201604
dataset-00000007,2016年,04月,1,2016/04/20,/dataset-00000007/,2,2,201604
dataset-00000009,2016年,04月,1,2016/04/20,/dataset-00000009,4,3,201604
dataset-00000009,2016年,04月,1,2016/04/20,/dataset-00000009/,2,2,201604
dataset-00000010,2016年,04月,1,2016/04/20,/dataset-00000010,6,5,201604
dataset-00000010,2016年,04月,1,2016/04/20,/dataset-00000010/,8,6,201604
dataset-00000011,2016年,04月,1,2016/04/20,/dataset-00000011,9,5,201604
dataset-00000011,2016年,04月,1,2016/04/20,/dataset-00000011/,14,10,201604
dataset-00000012,2016年,04月,1,2016/04/20,/dataset-00000012,3,2,201604
dataset-00000012,2016年,04月,1,2016/04/20,/dataset-00000012/,2,2,201604
dataset-00000018,2016年,04月,1,2016/04/20,/dataset-00000018,2,1,201604
dataset-00000018,2016年,04月,1,2016/04/20,/dataset-00000018/,2,2,201604
dataset-00000019,2016年,04月,1,2016/04/20,/dataset-00000019,9,6,201604
dataset-00000019,2016年,04月,1,2016/04/20,/dataset-00000019/,10,8,201604
dataset-00000021,2016年,04月,1,2016/04/20,/dataset-00000021,4,2,201604
dataset-00000021,2016年,04月,1,2016/04/20,/dataset-00000021/,6,4,201604
dataset-00000035,2016年,04月,1,2016/04/20,/dataset-00000035,1,1,201604
dataset-00000036,2016年,04月,1,2016/04/20,/dataset-00000036,1,1,201604
dataset-00000051,2016年,04月,1,2016/04/20,/dataset-00000051,1,1,201604
dataset-00000052,2016年,04月,1,2016/04/20,/dataset-00000052,3,2,201604
dataset-00000052,2016年,04月,1,2016/04/20,/dataset-00000052/,2,1,201604
dataset-00000053,2016年,04月,1,2016/04/20,/dataset-00000053,4,2,201604
dataset-00000053,2016年,04月,1,2016/04/20,/dataset-00000053/,6,5,201604
dataset-00000054,2016年,04月,1,2016/04/20,/dataset-00000054,1,1,201604
dataset-00000054,2016年,04月,1,2016/04/20,/dataset-00000054/,2,2,201604
ea98c354-262b-4cff-a061-477b74f43bcc?res_format=XLSX,2016年,04月,1,2016/04/20,/ea98c354-262b-4cff-a061-477b74f43bcc?res_format=XLSX,1,1,201604
gr_0010,2016年,04月,1,2016/04/20,/gr_0010,28,22,201604
gr_0020,2016年,04月,1,2016/04/20,/gr_0020,23,14,201604
gr_0020?page=2,2016年,04月,1,2016/04/20,/gr_0020?page=2,2,2,201604
gr_0030,2016年,04月,1,2016/04/20,/gr_0030,14,13,201604
gr_0040,2016年,04月,1,2016/04/20,/gr_0040,20,17,201604
gr_0050,2016年,04月,1,2016/04/20,/gr_0050,13,10,201604
gr_0060,2016年,04月,1,2016/04/20,/gr_0060,11,9,201604
gr_0070,2016年,04月,1,2016/04/20,/gr_0070,5,5,201604
gr_0080,2016年,04月,1,2016/04/20,/gr_0080,6,6,201604
kanko,2016年,04月,1,2016/04/20,/kanko/,2,2,201604
org_0010,2016年,04月,1,2016/04/20,/org_0010,2,1,201604
org_0060,2016年,04月,1,2016/04/20,/org_0060,1,1,201604
org_0060?page=2,2016年,04月,1,2016/04/20,/org_0060?page=2,2,1,201604
org_0090,2016年,04月,1,2016/04/20,/org_0090,2,1,201604
org_0170,2016年,04月,1,2016/04/20,/org_0170,1,1,201604
sonota,2016年,04月,1,2016/04/20,/sonota/,1,1,201604
?s[area_id]=130,2016年,04月,1,2016/04/21,/?s[area_id]=130,1,1,201604
?s[license]=City+of+Kobe.+All+rights+reserved,2016年,04月,1,2016/04/21,/?s[license]=City+of+Kobe.+All+rights+reserved,1,1,201604
?sort=released,2016年,04月,1,2016/04/21,/?sort=released,1,1,201604
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0150,2016年,04月,1,2016/04/21,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0150,1,1,201604
about,2016年,04月,1,2016/04/21,/about/,2,2,201604
activity,2016年,04月,1,2016/04/21,/activity/,4,4,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2016年,04月,1,2016/04/21,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201604
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=情報啓発,2016年,04月,1,2016/04/21,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=情報啓発,1,1,201604
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0170,2016年,04月,1,2016/04/21,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0170,1,1,201604
dataset-00000001,2016年,04月,1,2016/04/21,/dataset-00000001,2,2,201604
dataset-00000002,2016年,04月,1,2016/04/21,/dataset-00000002,7,4,201604
dataset-00000002,2016年,04月,1,2016/04/21,/dataset-00000002/,14,8,201604
dataset-00000003,2016年,04月,1,2016/04/21,/dataset-00000003,9,6,201604
dataset-00000003,2016年,04月,1,2016/04/21,/dataset-00000003/,7,4,201604
dataset-00000004,2016年,04月,1,2016/04/21,/dataset-00000004,4,4,201604
dataset-00000004,2016年,04月,1,2016/04/21,/dataset-00000004/,2,2,201604
dataset-00000006,2016年,04月,1,2016/04/21,/dataset-00000006,8,6,201604
dataset-00000006,2016年,04月,1,2016/04/21,/dataset-00000006/,8,8,201604
dataset-00000007,2016年,04月,1,2016/04/21,/dataset-00000007,3,3,201604
dataset-00000007,2016年,04月,1,2016/04/21,/dataset-00000007/,4,2,201604
dataset-00000008,2016年,04月,1,2016/04/21,/dataset-00000008,6,3,201604
dataset-00000008,2016年,04月,1,2016/04/21,/dataset-00000008/,6,6,201604
dataset-00000009,2016年,04月,1,2016/04/21,/dataset-00000009,10,7,201604
dataset-00000009,2016年,04月,1,2016/04/21,/dataset-00000009/,14,12,201604
dataset-00000010,2016年,04月,1,2016/04/21,/dataset-00000010,8,7,201604
dataset-00000010,2016年,04月,1,2016/04/21,/dataset-00000010/,8,8,201604
dataset-00000011,2016年,04月,1,2016/04/21,/dataset-00000011,11,8,201604
dataset-00000011,2016年,04月,1,2016/04/21,/dataset-00000011/,22,16,201604
dataset-00000012,2016年,04月,1,2016/04/21,/dataset-00000012,8,6,201604
dataset-00000012,2016年,04月,1,2016/04/21,/dataset-00000012/,14,8,201604
dataset-00000014,2016年,04月,1,2016/04/21,/dataset-00000014,1,1,201604
dataset-00000014,2016年,04月,1,2016/04/21,/dataset-00000014/,1,1,201604
dataset-00000015,2016年,04月,1,2016/04/21,/dataset-00000015,2,2,201604
dataset-00000015,2016年,04月,1,2016/04/21,/dataset-00000015/,4,4,201604
dataset-00000019,2016年,04月,1,2016/04/21,/dataset-00000019,17,15,201604
dataset-00000019,2016年,04月,1,2016/04/21,/dataset-00000019/,16,14,201604
dataset-00000020,2016年,04月,1,2016/04/21,/dataset-00000020,4,2,201604
dataset-00000020,2016年,04月,1,2016/04/21,/dataset-00000020/,4,4,201604
dataset-00000021,2016年,04月,1,2016/04/21,/dataset-00000021,3,1,201604
dataset-00000021,2016年,04月,1,2016/04/21,/dataset-00000021/,2,2,201604
dataset-00000035,2016年,04月,1,2016/04/21,/dataset-00000035,2,1,201604
dataset-00000035,2016年,04月,1,2016/04/21,/dataset-00000035/,2,2,201604
dataset-00000042,2016年,04月,1,2016/04/21,/dataset-00000042,1,1,201604
dataset-00000044,2016年,04月,1,2016/04/21,/dataset-00000044,2,1,201604
dataset-00000044,2016年,04月,1,2016/04/21,/dataset-00000044/,2,1,201604
dataset-00000045,2016年,04月,1,2016/04/21,/dataset-00000045,2,1,201604
dataset-00000045,2016年,04月,1,2016/04/21,/dataset-00000045/,2,2,201604
dataset-00000049,2016年,04月,1,2016/04/21,/dataset-00000049,1,1,201604
dataset-00000050,2016年,04月,1,
1000
2016/04/21,/dataset-00000050,1,1,201604
dataset-00000050,2016年,04月,1,2016/04/21,/dataset-00000050/,1,1,201604
dataset-00000051,2016年,04月,1,2016/04/21,/dataset-00000051,9,7,201604
